city,lat,lon
Chartres,48.456,1.484
San Pédro Jocopilas,15.0953,-91.1508
Bagabag,16.6044,121.2521
Dengtangcun,23.6821,116.5259
Tlapa de Comonfort,17.5461,-98.5764
Yamen,22.2999,113.0585
Northglenn,39.9108,-104.9783
Portage,41.5856,-87.1797
Holyoke,42.2125,-72.6411
San Juan Cancuc,16.9333,-92.3833
Qaratog,38.55,68.2833
Goribidnūr,13.6111,77.5167
Kéniéran,11.1167,-8.9333
Ali Sabieh,11.15,42.7167
Hajīn,34.6951,40.8314
Ureña,7.9183,-72.4467
Sampués,9.1833,-75.3833
Srīnagar,30.22,78.78
Raalte,52.3828,6.2828
Puri,-7.6833,15.6
Volodymyrivka,50.8481,24.3222
Rusape,-18.5367,32.1247
Itabirito,-20.2528,-43.8008
Shakhtīnsk,49.71,72.5872
Pedro II,-4.4338,-41.4534
Bitterfeld,51.6167,12.3167
Dhanera,24.52,72.02
Guayacanes,18.4186,-69.4582
Obala,4.1667,11.5333
Myrhorod,49.9667,33.6
Lewiston,44.0915,-70.1681
Świdnik,51.2167,22.7
Giyon,8.5333,37.9667
Luuk,5.9676,121.3133
Celje,46.2358,15.2675
Gampola,7.1643,80.5696
Ameca,20.5486,-104.0431
Namlea,-3.25,127.0833
Tlalixcoyan,18.8031,-96.0611
Cerveteri,42.0075,12.105
Dibulla,11.2667,-73.3
Gaspar Hernández,19.62,-70.28
Pen,18.75,73.08
Tumba,59.2,17.8167
Rtishchevo,52.2667,43.7667
Warendorf,51.9539,7.9933
Bangkinang,0.35,101.0333
Yacha,19.2253,109.4512
Mateus Leme,-19.9858,-44.4278
Güira de Melena,22.8019,-82.5047
Santaluz,-11.2558,-39.375
Koboko,3.41,30.96
Tupelo,34.2692,-88.7318
Al Bayḑā’,13.979,45.574
Al Qaryatayn,34.2296,37.2407
Pentecoste,-3.7928,-39.27
Montclair,34.0715,-117.6981
Hilton Head Island,32.1896,-80.7499
Cheyyār,12.662,79.5435
Pathanāmthitta,9.2648,76.787
Mahanoro,-19.899,48.8113
Kaštel Stari,43.55,16.35
Teijlingen,52.2167,4.4833
Nové Zámky,47.9831,18.1728
Tuttlingen,47.985,8.8233
Ohangaron,40.9061,69.6444
Patía,2.1667,-77.0833
Kalamáta,37.0378,22.1111
Galloway,39.4914,-74.4803
Sillanwali,31.825,72.5389
San Antonio de Padua,-34.6667,-58.7
Savigny-sur-Orge,48.6797,2.3457
Charaut,26.5322,85.7942
Winchester,36.1365,-115.137
Arnold,53.005,-1.127
Kwidzyn,53.7358,18.9308
Afuá,-0.1569,-50.3869
Santo Domingo,13.235,123.7769
Romny,50.75,33.4667
Rāni,25.5564,85.9021
Marantao,7.95,124.233
Beigang,23.5667,120.3
Villagarcía de Arosa,42.5977,-8.7632
Long Eaton,52.898,-1.271
Belleville,40.795,-74.1617
Prince Albert,53.2,-105.75
Rome,34.2662,-85.1863
Güzelbahçe,38.3356,26.8911
Central Islip,40.7836,-73.1945
Jalapa,17.7,-92.8
Fuquay-Varina,35.5953,-78.7778
Manali,13.1667,80.2667
Karuhatan,14.6883,120.9761
Mixquiahuala de Juarez,20.2311,-99.2131
Mamun,32.2824,75.6983
Haedo,-34.65,-58.6
Kolchugino,56.3167,39.3667
Coondapoor,13.6313,74.6902
Hanumānnagar,26.5394,86.7483
Mombaça,-5.7428,-39.6278
Gomoh,23.8735,86.1516
Don Benito,38.9545,-5.8617
Susurluk,39.9139,28.1603
Matina,10.0099,-83.3096
San Marcelino,14.9742,120.1573
Evans,33.5619,-82.1351
Aklera,24.42,76.57
Umi,33.5675,130.5111
Jacundá,-4.4508,-49.1158
Rio Negrinho,-26.2539,-49.5178
Melchor Ocampo,19.7083,-99.1444
Považská Bystrica,49.1167,18.45
Mizunami,35.3618,137.2545
Yolöten,37.3,62.35
Falāvarjān,32.5558,51.5106
Satānā,20.5797,74.216
Tōkai,36.473,140.5661
Tonzang,23.6,93.7
Custódia,-8.0875,-37.6431
Basavana Bāgevādi,16.5728,75.9725
Massapê,-3.5228,-40.3428
Doğanşehir,38.0958,37.8792
Thonon-les-Bains,46.3627,6.475
Drean,36.6833,7.75
Machado,-21.675,-45.92
Ksour Essaf,35.43,10.98
Basista,15.8524,120.3976
Sanchahe,36.378,106.0869
Les Abricots,18.649,-74.3079
Tietê,-23.1019,-47.715
Venlo,51.37,6.1681
Huzūrābād,18.2,79.42
Yanqi,42.0586,86.5683
Benjamin Constant,-4.3755,-70.0318
Attingal,8.68,76.83
Kolongo-Bozo,13.8806,-5.6861
Kırkağaç,39.1056,27.6733
Hatta,24.1341,79.6012
Malbork,54.0333,19.0333
Bom Jardim,-7.7958,-35.5869
Jeremoabo,-10.0669,-38.35
Monte Plata,18.81,-69.79
Stirling,56.1166,-3.9369
Shenghu,24.5961,121.8511
Su’ao,24.5961,121.8511
Rio Brilhante,-21.8019,-54.5458
Malavalli,12.38,77.08
Salto del Guairá,-24.0625,-54.3069
Lampa,-33.2833,-70.9
La Ciotat,43.1769,5.6086
Barra de São Francisco,-18.755,-40.8908
Sirinhaém,-8.5908,-35.1158
Annemasse,46.1958,6.2364
New Albany,38.309,-85.8234
Bolesławiec,51.2667,15.5667
Bartlesville,36.7365,-95.9456
Rio Branco do Sul,-25.19,-49.3139
Barrancas,11,-72.75
Kranj,46.2333,14.3667
Monrovia,34.165,-117.9921
Bamendjou,5.4,10.3167
Villaflores,16.2355,-93.2677
Pleasant Grove,40.3716,-111.7412
Carpentersville,42.1227,-88.2896
Mira,45.4375,12.1329
Volkhov,59.9167,32.3
Kisii,-0.6698,34.7675
Kahrīzak,35.5169,51.3603
Pacifica,37.6113,-122.4782
South Miami Heights,25.5886,-80.3862
Bletchley,51.994,-0.732
Tuxpan,19.5539,-103.3756
Atalaia,-9.5019,-36.0228
Phônsavan,19.46,103.18
El Bordo,2.1667,-77.0833
Allahabad,28.9333,70.9667
Pokrov,47.6533,34.0842
Turiaçu,-1.6628,-45.3719
Ma‘arratmişrīn,36.0115,36.6718
Itaqui,-29.1253,-56.5531
Česká Lípa,50.6886,14.5386
Oregon City,45.3418,-122.5924
Tambulig,8.07,123.5372
Bonito,-8.47,-35.7289
Leighton Buzzard,51.9165,-0.6617
Tabount,30.88,-6.91
Paracho de Verduzco,19.65,-102.0667
Souma,36.5183,2.9053
San Carlos,11.1333,-84.7833
La Unión,13.3369,-87.8439
San Andres,13.3231,122.6761
Beckum,51.755,8.0403
Oras,12.1414,125.4392
San Antonio,14.9486,120.0864
Donji Kakanj,44.131100000000004,18.0972
Cansanção,-10.6708,-39.4978
Porteirinha,-15.7428,-43.0278
Santa Rosa de Osos,6.65,-75.4667
Samobor,45.8011,15.711
Sārangpur,23.57,76.47
Sandūr,15.1,76.55
Kanigiri,15.4,79.5167
Kérou,10.825,2.1094
Águilas,37.4042,-1.5819
Magallanes,12.8283,123.8344
Airdrie,55.86,-3.98
Gorinchem,51.8306,4.9742
Ambatofinandrahana,-20.5509,46.803
Trou du Nord,19.6167,-72.0244
La Puente,34.0323,-117.9533
Shiji,22.212,112.8632
Agudos,-22.4739,-48.9836
Santiago Nonualco,13.5167,-88.95
Mabuhay,7.4176,122.837
Jaito,30.4509,74.8829
Phulbāni,20.47,84.23
Progreso,21.28,-89.67
Bayur,-0.261,100.222
Conchagua,13.3,-87.8667
Greenfield,42.9619,-88.0052
Grimbergen,50.9333,4.3833
Villa González,19.5333,-70.7833
Eboli,40.6169,15.0564
Mullaittivu,9.2833,80.8
Fengguangcun,23.9062,116.6984
Morsi,21.318,78.0095
Foothill Farms,38.6867,-121.3475
Besni,37.6942,37.8614
Bucha,50.5464,30.235
Sitangkai,4.6615,119.3919
Luna,16.85,120.38
Ataq,14.5364,46.8331
Santa Cruz,-6.2289,-36.0228
Yuzhnouralsk,54.45,61.25
Krasnoufimsk,56.6167,57.7722
Al Hāshimīyah,32.3744,44.6569
Bagua Grande,-5.7572,-78.4453
Sanankoroba,12.3975,-7.9394
Sandino,22.0815,-84.204
Lahār,26.194,78.9414
Falun,60.613,15.647
Dajiecun,36.296,115.2057
São Manuel,-22.7308,-48.5708
Pilibangan,29.4888,74.0748
Tibú,8.65,-72.7333
Mariano Escobedo,18.9167,-97.1333
Göygöl,40.5858,46.3189
Cloppenburg,52.85,8.05
Mission Bend,29.6948,-95.6658
Port Talbot,51.5906,-3.7986
Zvenigorod,55.7333,36.85
Tooele,40.5393,-112.3082
Landgraaf,50.9083,6.0297
Coesfeld,51.95,7.1667
Gajendragarh,15.7363,75.9698
Lydenburg,-25.096,30.446
Estero,26.4276,-81.7951
Jāle,26.38,85.72
Midlothian,32.4669,-96.989
Paravūr Tekkumbhāgam,8.811,76.669
Gangshangcun,38.0469,114.6904
Jelilyüzi,43.9749,81.5328
Mankayan,16.8567,120.7933
Mölndal,57.6542,12.0139
Sidi Ali,36.1047,0.4233
Andilamena,-17.0131,48.572
Katsuragi,34.4892,135.7264
Melgar,4.2039,-74.6428
Protvino,54.8833,37.2167
Vettūr,8.7178,76.7444
Comapa,14.1167,-89.9167
Arroyomolinos,40.2667,-3.9
Salvatierra,20.2156,-100.8961
Cedar City,37.6834,-113.0956
Rukungiri,-0.79,29.925
Mangai,-4.0499,19.5333
Chunār,25.13,82.9
Moerdijk,51.7031,4.6314
Wangsicun,37.9998,116.9224
Tunzi,35.5753,107.3694
Leavenworth,39.3239,-94.924
Laindon,51.574,0.4181
Erding,48.2833,11.9
Moncada,41.4872,2.1878
Ratia,29.6833,75.575
Kadiyam,16.9167,81.8333
Copperas Cove,31.1192,-97.914
Ciudad Manuel Doblado,20.7303,-101.9533
Formia,41.2564,13.6069
São Caitano,-8.3258,-36.1428
Silves,37.1833,-8.4333
Bantay,17.5839,120.3908
Bahādurganj,26.2617,87.8244
Imbatug,8.3128,124.6873
Maşyāf,35.0653,36.3406
Obburdon,40.4278,69.3047
Qulsary,46.9833,54.0167
Binəqədi,40.4758,49.8222
Adjumani,3.3772,31.7906
Qo‘ng‘irot Shahri,43.0521,58.846
Qŭnghirot,43.0497,58.8542
Languyan,5.2667,120.0833
Pennsauken,39.9649,-75.0563
Sittard,51,5.8667
Long Lama,3.7667,114.4
Kalutara,6.5869,79.9603
Redcar,54.618,-1.069
Jagdīspur,25.4674,84.4204
Uthal,25.8,66.6167
Vasylkiv,50.1783,30.3158
Siribala,14.0433,-6.1067
Chorkŭh,39.9739,70.5822
Prijepolje,43.5439,19.6514
Kearns,40.6519,-112.0095
Porsgrunn,59.1419,9.6568
Safonovo,55.1167,33.25
Sitalkuchi,26.1697,89.1914
Tokār,18.4333,37.7333
Pedreiras,-4.5739,-44.5969
Pujali,22.4601,88.134
Kālihāti,24.3833,89.9833
Santana,-3.1439,-44.3258
Santo Antônio,-29.8178,-50.52
Kampene,-3.5968,26.6658
Mol,51.1842,5.1156
Holstebro,56.3595,8.6208
Lagkadás,40.75,23.0667
Tucker,33.8436,-84.2024
Niksar,40.5917,36.9517
Luga,58.7333,29.8167
Beeston,52.927,-1.215
Rāisinghnagar,29.5342,73.4477
Dargot,31.2411,76.9358
Bentota,6.4254,79.9948
Mandoto,-19.5746,46.2888
Manazary,-19.0482,46.8684
Granadero Baigorria,-32.85,-60.7
Suhl,50.6106,10.6931
Villeta,-25.5123,-57.5647
Soriyankuppam,11.787,79.731
Mūrtikuppam,11.7902,79.7873
Manamedu,11.812,79.6839
Seliyamedur,11.8249,79.7532
Kuruvinattam,11.7965,79.7328
Aranganūr,11.8316,79.7492
Parikkalpattu,11.7928,79.7516
Karaiyāmputtur,11.8194,79.6498
Panaiyadikuppam,11.8435,79.6518
Baishi Airikecun,40.8748,80.3616
Santiago Sacatepéquez,14.6531,-90.6525
Dom Pedrito,-30.9828,-54.6728
Sinsheim,49.25,8.8833
Benslimane,33.6167,-7.1167
Stara Gora,43.7538,18.3689
Nakodar,31.1275,75.4781
Nanshuicun,22.0316,113.2358
Tabligbo,6.5833,1.5
Shaxi,22.3067,113.1469
Oświęcim,50.0381,19.2214
Lūnāvāda,23.1333,73.6167
Wildomar,33.6173,-117.2582
Ban Doi Suthep,18.7944,98.9142
Kalinkavichy,52.125,29.3333
Shengli,37.9842,106.1967
Port-Margot,19.7518,-72.4301
Monatélé,4.2667,11.2
Campos Novos,-27.4019,-51.225
Dālkola,25.8767,87.8414
Moalboal,9.95,123.4
Burriana,39.8894,-0.0925
Bindki,26.03,80.6
Martinez,37.9985,-122.1161
Kānkuria,24.6523,87.9604
Colón,8.0378,-72.2519
Santa Ana,7.6453,-72.2758
Swords,53.4597,-6.2181
Guilderland,42.708,-73.9631
Chimboy Shahri,42.9295,59.782
San Martín de los Andes,-40.1667,-71.35
Segrate,45.49,9.2953
Basilisa,10.0654,125.5968
San Enrique,11.0697,122.6567
Kachkanar,58.7,59.4833
Vavur,11.2167,75.9083
Dubno,50.3931,25.735
Small Heath,52.4629,-1.8542
Grugliasco,45.068,7.5776
Penticton,49.4911,-119.5886
Dagua,3.6667,-76.7
Manucan,8.5161,123.0917
Musiri,10.9333,78.45
Siyabuswa,-25.1167,29.05
Anosiala,-18.7833,47.4167
Pāthri,19.25,76.45
Fāraskūr,31.3297,31.7147
Hanover Park,41.9818,-88.1446
Cambrils,41.0667,1.0583
San Miguel Chicaj,15.1,-90.4
Sarzedo,-20.035,-44.145
Six-Fours-les-Plages,43.1009,5.82
Pylaía,40.6,22.9833
Nowa Sól,51.8,15.7167
Sagnay,13.6039,123.5233
Kesavapuram,8.4212,76.9996
Maddaloni,41.0333,14.3833
Mahē,11.7011,75.5367
Missão Velha,-7.25,-39.1428
Muskogee,35.7432,-95.3567
Caimito,22.9575,-82.5964
Marijampolė,54.5567,23.3544
Magsaysay,9.02,125.18
Yayladağı,35.9025,36.0606
Ipueiras,-4.5419,-40.7189
Agogo,6.8,-1.0833
Elixku,38.7092,77.3706
Qalādizay,36.1811,45.1286
Uster,47.3492,8.7192
São Fidélis,-21.6458,-41.7469
Salima,-13.7829,34.4333
Camberley,51.335,-0.742
Kanie,35.1322,136.7868
La Macarena,2.1828,-73.7847
Sayula,19.8667,-103.6167
Oakton,38.8887,-77.3016
Tuensang,26.2716,94.8314
Mulavana,8.9936,76.6765
Bellaa,30.0314,-9.5542
Kona,14.9467,-3.8933
Zaïo,34.9333,-2.7333
Manoli,15.78,75.12
Zavolzhye,56.65,43.4
Chippenham,51.459,-2.116
Dargaz,37.4425,59.1072
Rock Island,41.4699,-90.5827
Lakshmeshwar,15.13,75.47
Köneürgench,42.3333,59.15
Bugojno,44.05,17.45
Taxisco,14.0667,-90.4667
Västervik,57.75,16.6333
Houghton le Spring,54.841,-1.468
San José,-34.3333,-56.7167
Zīra,30.97,74.99
Wangtuan,36.9145,105.85
Tsubata,36.6692,136.7288
Richfield,44.8763,-93.2829
Kāramadai,11.2428,76.9617
Torres Novas,39.4833,-8.5333
Mandaguari,-23.5225,-51.6788
Esik,43.35,77.4667
Shatura,55.5667,39.55
Teruel,40.3436,-1.1072
Yasugichō,35.4314,133.2508
Échirolles,45.1436,5.7183
Or Yehuda,32.0333,34.85
Enrile,17.5622,121.7011
Michalovce,48.7575,21.9183
Kambove,-10.8764,26.5969
Yovon,38.3167,69.05
Xinpo,21.6311,110.9747
Robertsganj,24.7,83.07
Esquel,-42.9,-71.3167
Ikongo,-21.8789,47.435
Thāna Bhawan,29.5833,77.4167
Uryupinsk,50.8,42.0167
La Presa,32.711,-117.0027
Pande,-8.684,115.2264
Risalpur Cantonment,34.0811,71.9725
Sītākund,22.6216,91.6594
Sorel-Tracy,46.0333,-73.1167
Lierre,51.131100000000004,4.5697
Ulan Hua,41.53,111.7
Mühlhausen,51.2167,10.45
Hojāi,26,92.87
José Bonifácio,-21.0528,-49.6878
Brighton,43.1175,-77.5835
Matan,30.5731,113.3342
Saint-Raphaël,43.4252,6.7684
Rosário do Sul,-30.2578,-54.9139
Belalcázar,2.6547,-75.9928
Natick,42.2847,-71.3497
Esch-sur-Alzette,49.4969,5.9806
Whitley Bay,55.0456,-1.4443
Aurora,16.9918,121.6357
Las Navas,12.34,125.032
Demirci,39.045,28.6581
Vitrolles,43.46,5.2486
Kannan,35.0889,138.9534
Makan,-25.605,27.91
South Valley,35.0093,-106.6819
Kadungutt,11.0333,76.1
Kidangazhi,11.0333,76.1
Rossano,39.5667,16.6333
Mek’ī,8.15,38.8167
Cantanhede,40.3464,-8.5942
Denton,53.4554,-2.1122
Korkino,54.9,61.4167
Bandhi,26.5833,68.3
Schaffhausen,47.6965,8.6339
Irbit,57.6667,63.0667
Jaral del Progreso,20.3667,-101.0667
Tienen,50.8075,4.9372
Alekseyevka,50.6333,38.7
São João da Barra,-21.64,-41.0508
Zoumi,34.8,-5.35
Kiryas Joel,41.3411,-74.1667
São Mateus do Sul,-25.8739,-50.3828
Ebebiyín,2.15,11.3167
‘Afrīn,36.5119,36.8695
Aguelmous,33.15,-5.8333
Hilliard,40.0353,-83.1578
Dabutou,36.0667,112.8667
Emsdetten,52.1728,7.5344
Tunduma,-9.3,32.7667
Beloit,42.523,-89.0184
Claremont,34.1259,-117.7153
Nemmara,10.5934,76.6006
Baishan,40.1656,116.3144
Yefremov,53.15,38.1167
Punārakh,25.493,85.8054
Novaya Usman’,51.645,39.4142
Barra do Choça,-14.8808,-40.5789
Patāmundai,20.57,86.57
Bulicun,24.3657,116.2726
Benāpol,23.0419,88.8956
Tomelloso,39.1578,-3.0208
Songo,-15.5958,32.7647
Horasan,40.0397,42.1711
Bindé,11.75,-1.1
Bargny,14.6944,-17.2306
Haomen,37.3619,101.5871
Kajaani,64.2311,27.7194
Neiba,18.49,-71.42
Limburg,50.3833,8.0667
Kodaikānal,10.23,77.48
Mamfe,5.7667,9.2833
Chelora,11.8892,75.4293
Dashtobod,40.1269,68.4944
Winsen,53.3667,10.2167
Knurów,50.2167,18.6833
Berat,40.7049,19.9497
Nueve de Julio,-35.45,-60.8833
Creil,49.2583,2.4833
Zhetisay,40.7753,68.3272
Ichchāpuram,19.12,84.7
Netishyn,50.35,26.6333
West Bridgford,52.932,-1.127
Kaniama,-7.5696,24.17
Bossangoa,6.4833,17.45
Oak Creek,42.8803,-87.9009
Guápiles,10.207,-83.8581
Surab,28.4925,66.2597
Andover,42.6466,-71.1651
Sun Prairie,43.1825,-89.2362
Athis-Mons,48.7074,2.3889
Matale,7.4667,80.6167
Lecherías,10.1917,-64.6921
Sonsón,5.7097,-75.3108
Arawa,-6.228,155.566
Mazıdağı,37.4792,40.4864
Zinzana,13.2506,-5.9678
Tocancipá,4.9657,-73.9136
Meyzieu,45.7667,5.0036
Elmont,40.7033,-73.7078
Rende,39.3333,16.1833
Pūrna,19.18,77.05
Onteniente,38.8222,-0.6072
Liwonde,-15.0667,35.2333
Estahbān,29.1269,54.0394
Sutton in Ashfield,53.125,-1.261
Anse d’Hainault,18.4853,-74.4514
Byumba,-1.5794,30.0694
Cegléd,47.1772,19.7981
Ingelheim,49.9747,8.0564
Cumberland,41.9703,-71.4198
Kaarina,60.4,22.3667
Simbahan,6.3,120.58
Monaco,43.7333,7.4167
Namakgale,-23.938,31.028
Kinel,53.2222,50.6333
Maur,30.0833,75.25
Commack,40.8435,-73.2833
Merrillville,41.4728,-87.3196
San Pablo,7.4825,-73.925
Fuchūchō,34.565,133.2419
Zawyat an Nwaçer,33.3611,-7.6114
Borehamwood,51.6578,-0.2722
Barra Bonita,-22.4947,-48.5581
Upper Arlington,40.0272,-83.0704
Bjelovar,45.8989,16.8422
Tomatlán,19.9369,-105.25
Danihe,39.8707,119.33
Wołomin,52.35,21.2333
Conflans-Sainte-Honorine,48.9992,2.0983
Jarosław,50.0186,22.6797
Porta Westfalica,52.2167,8.9333
San Juan Cotzal,15.4353,-91.0356
Ez Zahra,36.7439,10.3083
Mpessoba,12.6725,-5.7156
Woodstock,34.1026,-84.5091
Nargund,15.72,75.38
Dinas,7.6161,123.3378
Cabanglasan,8.0772,125.2992
Douglasville,33.7384,-84.7054
Voerde,51.6,6.6833
Kurtalan,37.9261,41.7003
Spoleto,42.7333,12.7333
Aketao,39.1349,75.9337
Parappur,11.0335,76.0001
Yandian,31.3271,113.58
Melito di Napoli,40.9167,14.2333
Coatepec Harinas,18.9,-99.7167
Cisterna di Latina,41.5889,12.8306
Kotma,23.2038,81.979
Prey Veng,11.484,105.324
Farmers Branch,32.9272,-96.8804
Tuntum,-5.2578,-44.6489
San Miguel Acatán,15.7,-91.6167
Beiya,36.4393,104.394
Crailsheim,49.1347,10.0706
Socorro,31.6383,-106.2601
Siayan,8.2517,123.1144
Cuenca,13.8988,121.0505
Rezh,57.3667,61.3667
Piendamó,2.6408,-76.5284
Châtillon,48.8,2.29
Villefranche-sur-Saône,45.9833,4.7167
Modugno,41.0833,16.7833
Capalonga,14.3314,122.4928
Chelmsford,42.6,-71.3631
Isla de Maipo,-33.75,-70.9
Palapye,-22.55,27.1333
Canaman,13.6481,123.1711
Bollate,45.55,9.1167
Vyazniki,56.25,42.1667
Cuyotenango,14.5333,-91.5667
Göyçay,40.6553,47.7389
Yelizovo,53.1833,158.3833
Gasan,13.32,121.85
Manouba,36.8078,10.1011
Taastrup,55.6475,12.312
Ouled Beni Messous,36.7833,2.9833
La Vallée de Jacmel,18.2694,-72.667
Aparecida,-22.8469,-45.2297
Madingou,-4.1642,13.5517
Dagami,11.0611,124.9031
Kalāleh,37.3789,55.4889
Uchaly,54.3167,59.3833
San Luis,13.83,120.93
Villeneuve-Saint-Georges,48.7325,2.4497
Ratchaburi,13.5356,99.8133
Zacatepec,18.6833,-99.1833
Boende,-0.281,20.876
Ban Mueang Na Tai,19.7308,98.9017
Rapu-Rapu,13.18,124.13
Nellāya,10.8729,76.289
Petit-Trou de Nippes,18.5269,-73.5088
Barira,7.4706,124.3561
Pingshang,23.5315,115.8171
Pestel,18.5411,-73.7947
Meppen,52.693600000000004,7.2928
Sareh Mowndeh,13.4036,-16.6833
Bālarāmpuram,8.3833,77.0833
Amancio,20.8197,-77.5844
Mieres,43.2508,-5.7767
Osório,-29.8869,-50.27
Mingjian,23.851,120.6775
Kishmat Dhanbāri,24.6167,90.025
Dīnhāta,26.13,89.47
Dighwāra,25.7443,85.01
Komatsushimachō,34.0003,134.5844
Garhākota,23.7791,79.1432
Guáimaro,21.0589,-77.3478
Dicle,38.375,40.0733
Novovyatsk,58.5083,49.6994
Lunsar,8.6844,-12.535
Girau do Ponciano,-9.8839,-36.8289
Châtelet,50.4039,4.5253
Al Jabāyish,30.9549,46.9751
Frankston,-38.1333,145.1167
Pervomaisk,48.6297,38.5619
Gutalac,7.98,122.4
Castricum,52.55,4.6667
Kamenicë,42.5781,21.5803
Sunbury,-37.5811,144.7139
Berriozábal,16.8003,-93.2733
El Plan,37.6405,-1.0085
East Kelowna,49.8625,-119.5833
La Porte,29.6689,-95.0484
Kanada,33.7758,130.9806
Haguenau,48.82,7.79
Dunedin,-45.8742,170.5036
Mtsensk,53.2833,36.5667
Palaiseau,48.7145,2.2457
Piuí,-20.465,-45.9578
Mouila,-1.8667,11.055
Pioltello,45.5,9.3333
Dunedin,28.0329,-82.7862
Ōzu,32.8789,130.8683
Sibuco,7.2928,122.0669
Hillerød,55.9333,12.3167
North Ridgeville,41.3852,-82.0195
Tamamura,36.3044,139.1149
Asilah,35.4667,-6.0333
Matanog,7.47,124.25
Claveria,9.5742,125.7328
Masasi,-10.7296,38.7999
Vempalle,14.3667,78.4667
Wai,17.95,73.89
Virú,-8.4143,-78.7524
Bombardopolis,19.7,-73.3333
Mālpura,26.28,75.38
Bramhapuri,20.6068,79.8644
Bad Vilbel,50.1781,8.7361
Miranda de Ebro,42.6833,-2.9333
Douar Oulad Hssine,33.068,-8.5107
Pihānī,27.6199,80.2034
Beslan,43.1833,44.55
Guayaramerín,-10.8,-65.3833
Bel-Air,14.5639,121.0263
Shirdi,19.77,74.48
Żary,51.6333,15.1333
San Carlos Sija,14.9833,-91.55
Farafenni,13.5667,-15.6
Nīm ka Thāna,27.735,75.7797
Taloda,21.5607,74.22
Vohipeno,-17.1648,49.2943
Ampasina-Maningory,-17.2166,49.4064
Mugumu,-1.8333,34.6667
Bugiri,0.5694,33.7486
Olney,39.1465,-77.0715
San Luis,32.4911,-114.7089
Rāmsar,36.9225,50.6431
La Libertad,13.4833,-89.3167
Naduvattam,11.0583,75.8569
Chekkal,8.3653,77.1075
Krong Kep,10.4833,104.3167
Richmond West,25.6105,-80.4297
Tlokweng,-24.6686,25.9711
Randallstown,39.3723,-76.8024
Apia,-13.8333,-171.75
Alapayevsk,57.85,61.7
Yorktown,41.2727,-73.8092
Boyarka,70.767,97.5
Minas,21.4894,-77.605
Pandan,11.7206,122.0961
Moorpark,34.2861,-118.8768
Benton,34.5776,-92.5713
Seika,34.7608,135.7858
Siliana,36.0819,9.3747
Uto,32.6881,130.6597
Kaneohe,21.4062,-157.7904
Tarikere,13.7104,75.8122
Oued Athmenia,36.2497,6.2861
Anloga,5.7947,0.8973
Hellendoorn,52.3885,6.4497
Rumonge,-3.9736,29.4386
Az̧ Z̧āhirīyah,31.4097,34.9733
Lauderdale Lakes,26.1682,-80.2017
San Lorenzo de Guayubín,19.62,-71.33
Ambohibary,-18.9075,48.2295
Windsor,40.469,-104.9198
Yangshuwa,34.7647,111.7603
Mokokchūng,26.32,94.5
Majhaul,25.557,86.128
Roseville,45.0155,-93.1545
Malmesbury,-33.45,18.7333
Hyde,53.4474,-2.082
Daiyue,39.5284,112.8056
San Antonio,13.9,121.3
Dinangorou,14.4519,-2.2419
Partūr,19.5911,76.2161
Chieri,45.0139,7.8224
Görükle,40.2333,28.8333
Santa Cruz Verapaz,15.3667,-90.4333
Hendon,51.5837,-0.2252
Caivano,40.95,14.3
Dumbéa,-22.1576,166.4572
San Javier,37.8037,-0.8343
Jalārpet,12.5703,78.5732
Maragogipe,-12.7778,-38.9189
Tirkadavūr,8.9206,76.5948
Oleśnica,51.2,17.3833
Beja,38.015,-7.8633
Falkirk,56.0011,-3.7835
Huzūrnagar,16.9,79.8833
Ampelókipoi,40.65,22.9167
Munro,-34.5333,-58.5167
Karak,33.1167,71.1
Jagna,9.65,124.37
Riverhead,40.9408,-72.7095
Agualva,38.77,-9.2988
El Mirage,33.5905,-112.3271
Pantnagar,28.97,79.41
East Meadow,40.7197,-73.5604
Tammampatti,11.4381,78.4836
Colinas,-6.0258,-44.2489
Parkland,26.3219,-80.2533
Igarapé-Açu,-1.1269,-47.6178
Kāttipparutti,10.8833,76.05
Tambolaka,-9.4333,119.2333
Fermo,43.1604,13.7181
Plainfield,39.6954,-86.3716
Varberg,57.1086,12.2661
Norristown,40.1225,-75.3398
Morley,53.7492,-1.6023
Inver Grove Heights,44.8247,-93.0596
Marion,40.5973,-83.1227
Caltagirone,37.2333,14.5167
Azogues,-2.7333,-78.8333
Prestea,5.4338,-2.1429
Kalakkādu,8.5138,77.5494
Deggendorf,48.8333,12.9667
Coventry,41.6934,-71.6611
Khair,27.95,77.83
Franklin,42.8854,-88.0104
Vavatenina,-17.4668,49.1963
Temple City,34.1022,-118.0579
Tam Hiệp,10.9497,106.8575
Aliança,-7.6028,-35.2308
Mengdong,23.1475,99.2492
Kharagpur,25.1245,86.5558
Nawan Shahr,34.1642,73.2639
Pak Chong,14.708,101.4161
Midvale,40.6148,-111.8927
Nokia,61.4767,23.5053
Salisbury,35.6658,-80.4905
Leamington,42.0667,-82.5833
Guane,22.2006,-84.0839
Sainte-Geneviève-des-Bois,48.6369,2.3403
Sukhothai,17.0167,99.7
Kumo,10.0431,11.2183
Egypt Lake-Leto,28.0177,-82.5062
Ewing,40.265,-74.8006
Chernyakhovsk,54.6347,21.8119
Vršac,45.1206,21.2986
Imbituba,-28.24,-48.67
Ẕefat,32.9658,35.4983
